COD_MUNIC,NOME_MUNIC,Ano,IFDM,IFDM_Classificacao,IFDM_Educacao,IFDM_Educacao_Classificacao,IFDM_Saude,IFDM_Saude_Classificacao,IFDM_Renda,IFDM_Renda_Classificacao,Beneficiarios_PBF
330570,Sumidouro,2019,0.4889,Baixo,0.454,Baixo,0.4938,Baixo,0.5189,Baixo,4857.0
330570,Sumidouro,2020,0.4786,Baixo,0.489,Baixo,0.4261,Baixo,0.5206,Baixo,4930.75
330570,Sumidouro,2021,0.5234,Baixo,0.5169,Baixo,0.4904,Baixo,0.5628,Baixo,4872.2
330570,Sumidouro,2022,0.5103,Baixo,0.543,Baixo,0.4305,Baixo,0.5574,Baixo,
330570,Sumidouro,2023,0.593,Baixo,0.5546,Baixo,0.6601,Moderado,0.5643,Baixo,6907.3
330575,Tanguá,2013,0.4282,Baixo,0.3289,Crítico,0.3726,Crítico,0.5832,Baixo,10248.0
330575,Tanguá,2014,0.4982,Baixo,0.3519,Crítico,0.564,Baixo,0.5786,Baixo,10206.416666666666
330575,Tanguá,2015,0.4618,Baixo,0.382,Crítico,0.4654,Baixo,0.5381,Baixo,9765.916666666666
330575,Tanguá,2016,0.4684,Baixo,0.3739,Crítico,0.5286,Baixo,0.5026,Baixo,9072.333333333334
330575,Tanguá,2017,0.4803,Baixo,0.4396,Baixo,0.5197,Baixo,0.4817,Baixo,8917.5
330575,Tanguá,2018,0.4776,Baixo,0.4238,Baixo,0.5196,Baixo,0.4895,Baixo,9514.166666666666
330575,Tanguá,2019,0.4769,Baixo,0.4415,Baixo,0.4923,Baixo,0.497,Baixo,9349.833333333334
330575,Tanguá,2020,0.5023,Baixo,0.4837,Baixo,0.5278,Baixo,0.4955,Baixo,9217.416666666666
330575,Tanguá,2021,0.5073,Baixo,0.5198,Baixo,0.4809,Baixo,0.5213,Baixo,9158.4
330575,Tanguá,2022,0.5199,Baixo,0.4939,Baixo,0.5098,Baixo,0.5559,Baixo,
330575,Tanguá,2023,0.5343,Baixo,0.5023,Baixo,0.5495,Baixo,0.551,Baixo,12797.6
330580,Teresópolis,2013,0.6429,Moderado,0.5286,Baixo,0.608,Moderado,0.792,Moderado,26586.0
330580,Teresópolis,2014,0.657,Moderado,0.529,Baixo,0.6201,Moderado,0.822,Alto,24937.833333333332
330580,Teresópolis,2015,0.6496,Moderado,0.5332,Baixo,0.6247,Moderado,0.7909,Moderado,24593.25
330580,Teresópolis,2016,0.6335,Moderado,0.5137,Baixo,0.6299,Moderado,0.7568,Moderado,20909.75
330580,Teresópolis,2017,0.6368,Moderado,0.5449,Baixo,0.637,Moderado,0.7286,Moderado,17802.916666666668
330580,Teresópolis,2018,0.6384,Moderado,0.5369,Baixo,0.6547,Moderado,0.7235,Moderado,16826.916666666668
330580,Teresópolis,2019,0.6556,Moderado,0.5599,Baixo,0.6786,Moderado,0.7283,Moderado,18274.666666666668
330580,Teresópolis,2020,0.6622,Moderado,0.5814,Baixo,0.6801,Moderado,0.7251,Moderado,20861.833333333332
330580,Teresópolis,2021,0.6851,Moderado,0.5871,Baixo,0.6954,Moderado,0.7728,Moderado,24139.4
330580,Teresópolis,2022,0.6999,Moderado,0.6352,Moderado,0.6861,Moderado,0.7783,Moderado,
330580,Teresópolis,2023,0.7321,Moderado,0.6491,Moderado,0.7522,Moderado,0.7951,Moderado,41413.0
330590,Trajano de Moraes,2013,0.4588,Baixo,0.4658,Baixo,0.448,Baixo,0.4627,Baixo,3430.0
330590,Trajano de Moraes,2014,0.448,Baixo,0.5,Baixo,0.3629,Crítico,0.4812,Baixo,3483.8333333333335
330590,Trajano de Moraes,2015,0.4833,Baixo,0.5246,Baixo,0.4354,Baixo,0.49,Baixo,3430.6666666666665
330590,Trajano de Moraes,2016,0.4954,Baixo,0.5259,Baixo,0.4666,Baixo,0.4936,Baixo,3269.5833333333335
330590,Trajano de Moraes,2017,0.4452,Baixo,0.5179,Baixo,0.3519,Crítico,0.4657,Baixo,3153.0833333333335
330590,Trajano de Moraes,2018,0.4584,Baixo,0.4884,Baixo,0.4192,Baixo,0.4676,Baixo,2968.0833333333335
330590,Trajano de Moraes,2019,0.4709,Baixo,0.5603,Baixo,0.38,Crítico,0.4725,Baixo,2733.5
330590,Trajano de Moraes,2020,0.4378,Baixo,0.5411,Baixo,0.3245,Crítico,0.4477,Baixo,2628.1666666666665
330590,Trajano de Moraes,2021,0.4808,Baixo,0.5559,Baixo,0.4172,Baixo,0.4693,Baixo,2714.5
330590,Trajano de Moraes,2022,0.5038,Baixo,0.5622,Baixo,0.4607,Baixo,0.4885,Baixo,
330590,Trajano de Moraes,2023,0.5452,Baixo,0.6153,Moderado,0.5529,Baixo,0.4673,Baixo,3147.0
330600,Três Rios,2013,0.6118,Moderado,0.477,Baixo,0.4696,Baixo,0.8888,Alto,17169.0
330600,Três Rios,2014,0.6457,Moderado,0.5155,Baixo,0.5458,Baixo,0.8757,Alto,17468.833333333332
330600,Três Rios,2015,0.636,Moderado,0.5131,Baixo,0.5767,Baixo,0.8183,Alto,17167.083333333332
330600,Três Rios,2016,0.6118,Moderado,0.4973,Baixo,0.5597,Baixo,0.7784,Moderado,17822.083333333332
330600,Três Rios,2017,0.6282,Moderado,0.5193,Baixo,0.6163,Moderado,0.7491,Moderado,16595.833333333332
330600,Três Rios,2018,0.632,Moderado,0.525,Baixo,0.6102,Moderado,0.7609,Moderado,16650.166666666668
330600,Três Rios,2019,0.6448,Moderado,0.5869,Baixo,0.578,Baixo,0.7696,Moderado,16446.916666666668
330600,Três Rios,2020,0.634,Moderado,0.5837,Baixo,0.5558,Baixo,0.7624,Moderado,16335.583333333334
330600,Três Rios,2021,0.6604,Moderado,0.5766,Baixo,0.6368,Moderado,0.7679,Moderado,16236.6
330600,Três Rios,2022,0.6544,Moderado,0.5832,Baixo,0.6114,Moderado,0.7686,Moderado,
330600,Três Rios,2023,0.6908,Moderado,0.6365,Moderado,0.6552,Moderado,0.7807,Moderado,23539.7
330610,Valença,2013,0.5212,Baixo,0.4318,Baixo,0.5235,Baixo,0.6084,Moderado,17865.0
330610,Valença,2014,0.5396,Baixo,0.4344,Baixo,0.5602,Baixo,0.6243,Moderado,18170.0
330610,Valença,2015,0.5596,Baixo,0.4288,Baixo,0.6353,Moderado,0.6148,Moderado,17729.333333333332
330610,Valença,2016,0.5565,Baixo,0.4346,Baixo,0.6445,Moderado,0.5904,Baixo,17411.583333333332
330610,Valença,2017,0.5632,Baixo,0.4784,Baixo,0.6182,Moderado,0.5931,Baixo,15699.75
330610,Valença,2018,0.5678,Baixo,0.4777,Baixo,0.62,Moderado,0.6056,Moderado,15370.083333333334
330610,Valença,2019,0.6147,Moderado,0.5216,Baixo,0.7153,Moderado,0.6072,Moderado,15117.333333333334
330610,Valença,2020,0.6267,Moderado,0.5344,Baixo,0.7482,Moderado,0.5974,Baixo,15388.083333333334
330610,Valença,2021,0.6295,Moderado,0.5021,Baixo,0.78,Moderado,0.6063,Moderado,15465.9
330610,Valença,2022,0.6525,Moderado,0.5605,Baixo,0.7626,Moderado,0.6344,Moderado,
330610,Valença,2023,0.6561,Moderado,0.5647,Baixo,0.7466,Moderado,0.6569,Moderado,19185.6
330615,Varre-Sai,2013,0.3821,Crítico,0.3664,Crítico,0.332,Crítico,0.4478,Baixo,3994.0
330615,Varre-Sai,2014,0.4602,Baixo,0.3995,Crítico,0.5164,Baixo,0.4647,Baixo,4066.8333333333335
330615,Varre-Sai,2015,0.4158,Baixo,0.4391,Baixo,0.3621,Crítico,0.4461,Baixo,4037.25
330615,Varre-Sai,2016,0.4514,Baixo,0.4057,Baixo,0.5114,Baixo,0.437,Baixo,3755.6666666666665
330615,Varre-Sai,2017,0.4333,Baixo,0.4279,Baixo,0.42,Baixo,0.452,Baixo,3363.8333333333335
330615,Varre-Sai,2018,0.4275,Baixo,0.3919,Crítico,0.4281,Baixo,0.4624,Baixo,3503.8333333333335
330615,Varre-Sai,2019,0.5032,Baixo,0.533,Baixo,0.5047,Baixo,0.4718,Baixo,3753.5
330615,Varre-Sai,2020,0.4917,Baixo,0.4882,Baixo,0.5287,Baixo,0.4582,Baixo,3580.5
330615,Varre-Sai,2021,0.5499,Baixo,0.4925,Baixo,0.6805,Moderado,0.4768,Baixo,3504.8
330615,Varre-Sai,2022,0.5032,Baixo,0.5367,Baixo,0.5004,Baixo,0.4726,Baixo,
330615,Varre-Sai,2023,0.5276,Baixo,0.5534,Baixo,0.5332,Baixo,0.4962,Baixo,4599.1
330620,Vassouras,2013,0.5805,Baixo,0.4449,Baixo,0.5811,Baixo,0.7156,Moderado,7213.0
330620,Vassouras,2014,0.5859,Baixo,0.4504,Baixo,0.5878,Baixo,0.7196,Moderado,6695.0
330620,Vassouras,2015,0.6007,Moderado,0.4502,Baixo,0.6131,Moderado,0.7387,Moderado,6847.916666666667
330620,Vassouras,2016,0.5744,Baixo,0.4219,Baixo,0.5954,Baixo,0.706,Moderado,6505.416666666667
330620,Vassouras,2017,0.6098,Moderado,0.4397,Baixo,0.6925,Moderado,0.6971,Moderado,5652.166666666667
330620,Vassouras,2018,0.6214,Moderado,0.4317,Baixo,0.7401,Moderado,0.6923,Moderado,5427.666666666667
330620,Vassouras,2019,0.611,Moderado,0.4862,Baixo,0.6466,Moderado,0.7001,Moderado,5307.666666666667
330620,Vassouras,2020,0.6367,Moderado,0.5131,Baixo,0.6954,Moderado,0.7015,Moderado,5510.833333333333
330620,Vassouras,2021,0.6354,Moderado,0.5186,Baixo,0.6738,Moderado,0.7139,Moderado,5784.0
330620,Vassouras,2022,0.6649,Moderado,0.5421,Baixo,0.7114,Moderado,0.7412,Moderado,
330620,Vassouras,2023,0.6851,Moderado,0.5624,Baixo,0.7313,Moderado,0.7617,Moderado,8653.9
330630,Volta Redonda,2013,0.6923,Moderado,0.5477,Baixo,0.6679,Moderado,0.8613,Alto,36716.0
330630,Volta Redonda,2014,0.7143,Moderado,0.5422,Baixo,0.7348,Moderado,0.8658,Alto,35235.416666666664
330630,Volta Redonda,2015,0.7075,Moderado,0.5585,Baixo,0.7361,Moderado,0.8279,Alto,33931.583333333336
330630,Volta Redonda,2016,0.6775,Moderado,0.5405,Baixo,0.7139,Moderado,0.7781,Moderado,35145.25
330630,Volta Redonda,2017,0.6931,Moderado,0.5711,Baixo,0.729,Moderado,0.7791,Moderado,34389.166666666664
330630,Volta Redonda,2018,0.6834,Moderado,0.5701,Baixo,0.6834,Moderado,0.7966,Moderado,35152.166666666664
330630,Volta Redonda,2019,0.7111,Moderado,0.619,Moderado,0.6856,Moderado,0.8287,Alto,33709.75
330630,Volta Redonda,2020,0.6817,Moderado,0.5963,Baixo,0.6435,Moderado,0.8053,Alto,32862.666666666664
330630,Volta Redonda,2021,0.7142,Moderado,0.6287,Moderado,0.6597,Moderado,0.8542,Alto,32883.6
330630,Volta Redonda,2022,0.728,Moderado,0.6521,Moderado,0.6879,Moderado,0.8441,Alto,
330630,Volta Redonda,2023,0.7556,Moderado,0.692,Moderado,0.7182,Moderado,0.8565,Alto,51017.1
